"","DeviceName","Brand","technology","gprs","edge","announced","status","dimensions","weight","sim","type","size","resolution","display_c","card_slot","alert_types","loudspeaker_","wlan","bluetooth","gps","radio","usb","messaging","browser","java","features_c","battery_c","stand_by","talk_time","colors","sar_us","sar_eu","sensors","cpu","internal_memory","ram_memory","os","body_c","primary_","video","secondary","speed","network_c","chipset","features","music_play","protection","gpu","multitouch","loudspeaker","audio_quality","nfc","camera","display","performance","_2g_bands","_3_5mm_jack_","_3g_bands","_4g_bands","sound_c","camera_c","infrared_port","build","price","sar","phonebook","call_records","clock","alarm","games","memory_c","keyboard"
"1475","Motorola Moto 360 (1st gen)","Motorola","No cellular connectivity","No","No","2014, September","Available. Released 2014, September","46 x 46 x 11.5 mm (1.81 x 1.81 x 0.45 in)","49 g (1.73 oz)","No","IPS LCD capacitive touchscreen, 16M colors","1.56 inches (~67.4% screen-to-body ratio)","320 x 290 pixels (~205 ppi pixel density)",NA,"No","Vibration; MP3, WAV ringtones","Yes","No","v4.0, LE","No","No","No","SMS, Email, IM","No","No","- Active noise cancellation with dedicated mic
  - Wireless Charging (Qi-enabled)
  - MP3 player
  - Photo viewer
  - Voice dial/commands","Non-removable Li-Ion 320 mAh battery",NA,"Up to 24 h (mixed usage)","Cognac Leather, Black, Stone Grey, Champagne Metal, Natural Metal, Champagne, Dark Metal, Light Metal",NA,NA,"Accelerometer, heart rate","1.0 GHz","4 GB"," 512 MB ","Android Wear OS","- IP67 certified - dust and water resistant
  - Water resistant up to 1 meter and 30 minutes",NA,NA,NA,NA,NA,"TI OMAP 3",NA,NA,"Corning Gorilla Glass 3",NA,"Yes",NA,NA,NA,NA,NA,NA," N/A","No",NA,NA,NA,"No",NA,"Stainless Steel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","Motorola Moto 360 46mm (2nd gen)","Motorola","No cellular connectivity","No","No","2015, September","Available. Released 2015, September","46 x 46 x 11.4 mm (1.81 x 1.81 x 0.45 in)","-","No","IPS LCD capacitive touchscreen, 16M colors","1.56 inches (~66.7% screen-to-body ratio)","360 x 330 pixels (~233 ppi pixel density)",NA,"No","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g","v4.0, LE","No","No","No","SMS, Email, IM","No","No","- Active noise cancellation with dedicated mic
  - Wireless Charging (Qi-enabled)
  - MP3 player
  - Photo viewer
  - Voice dial/commands","Non-removable Li-Ion 400 mAh battery",NA,"Up to 48 h (mixed usage)","Black Leather, Black Metal, Rose Gold/Blush Leather, Silver/Cognac Leather",NA,NA,"Accelerometer, gyro, heart rate","Quad-core 1.2 GHz Cortex-A7","4 GB"," 512 MB ","Android Wear OS","- IP67 certified - dust and water resistant
  - Water resistant up to 1 meter and 30 minutes
  - Compatible with standard 22mm straps",NA,NA,NA,NA,NA,"Qualcomm MSM8926 Snapdragon 400",NA,NA,"Corning Gorilla Glass 3","Adreno 305","Yes",NA,NA,NA,NA,NA,NA," N/A","No",NA,NA,NA,"No",NA,"Stainless Steel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","Motorola Moto 360 42mm (2nd gen)","Motorola","No cellular connectivity","No","No","2015, September","Available. Released 2015, September","42 x 42 x 11.4 mm (1.65 x 1.65 x 0.45 in)","-","No","IPS LCD capacitive touchscreen, 16M colors","1.37 inches (~61.9% screen-to-body ratio)","360 x 325 pixels (~263 ppi pixel density)",NA,"No","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g","v4.0, LE","No","No","No","SMS, Email, IM","No","No","- Active noise cancellation with dedicated mic
  - Wireless Charging (Qi-enabled)
  - MP3 player
  - Photo viewer
  - Voice dial/commands","Non-removable Li-Ion 300 mAh battery",NA,"Up to 36 h (mixed usage)","Gold, Black Leather, Black Metal, Rose Gold/Blush Leather, Silver/Cognac Leather",NA,NA,"Accelerometer, gyro, heart rate","Quad-core 1.2 GHz Cortex-A7","4 GB"," 512 MB ","Android Wear OS","- IP67 certified - dust and water resistant
  - Water resistant up to 1 meter and 30 minutes
  - Compatible with standard 22mm straps
  - Compatible with standard 16mm straps (women model only)",NA,NA,NA,NA,NA,"Qualcomm MSM8926 Snapdragon 400",NA,NA,"Corning Gorilla Glass 3","Adreno 305","Yes",NA,NA,NA,NA,NA,NA," N/A","No",NA,NA,NA,"No",NA,"Stainless Steel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","Motorola Moto 360 Sport (1st gen)","Motorola","No cellular connectivity","No","No","2015, September","Available. Released 2016, January","45 x 45 x 11.5 mm (1.77 x 1.77 x 0.45 in)","54 g (1.90 oz)","No","IPS LCD capacitive touchscreen, 16M colors","1.37 inches (~53.9% screen-to-body ratio)","360 x 325 pixels (~263 ppi pixel density)",NA,"No","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g","v4.0, LE","Yes","No","No","SMS, Email, IM","No","No","- Active noise cancellation with dedicated mic
  - Wireless Charging (Qi-enabled)
  - MP3 player
  - Photo viewer
  - Voice dial/commands","Non-removable Li-Ion 300 mAh battery",NA,"Up to 24 h (mixed usage)","Various",NA,NA,"Accelerometer, altimeter, gyro, heart rate","Quad-core 1.2 GHz Cortex-A7","4 GB"," 512 MB ","Android Wear OS","- IP67 certified - dust and water resistant
  - Water resistant up to 1 meter and 30 minutes",NA,NA,NA,NA,NA,"Qualcomm MSM8926 Snapdragon 400",NA,NA,"Corning Gorilla Glass 3","Adreno 305","Yes",NA,NA,NA,NA,NA,NA," N/A","No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","Motorola Moto C","Motorola","GSM / HSPA / LTE","Yes","Yes","2017, May","Available. Released 2017, June","145.5 x 73.6 x 9 mm (5.73 x 2.90 x 0.35 in)","154 g (5.43 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS","FM radio","microUSB 2.0","SMS(threaded view), MMS, Email, Push Email, IM","HTML5","No","- MP3/eAAC+/WAV/Flac player
  - MP4/H.264 player
  - Photo/video editor
  - Document viewer","Removable Li-Po 2350 mAh battery",NA,NA,"Metallic Cherry, Pearl White, Fine Gold, Starry Black",NA,NA,"Accelerometer","Quad-core 1.1 GHz Cortex-A53","8 GB"," 1 GB  - LTE model","Android 7.0 (Nougat)",NA,"5 MP (1.4 µm), LED flash","720p@30fps","2 MP, LED flash","HSPA, LTE Cat4 150/50 Mbps",NA,"Mediatek MT6737M","Geo-tagging, touch focus, panorama",NA,NA,"Mali-T720MP2","Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)",NA,NA,NA,"Plastic body","About 100 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"1493","Motorola Moto C Plus","Motorola","GSM / HSPA / LTE","Yes","Yes","2017, May","Available. Released 2017, June","144 x 72.3 x 10 mm (5.67 x 2.85 x 0.39 in)","162 g (5.71 oz)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE, aptX","Yes, with A-GPS","FM radio","microUSB 2.0","SMS(threaded view), MMS, Email, Push Email, IM","HTML5","No","- MP3/eAAC+/WAV/Flac player
  - MP4/H.264 player
  - Photo/video editor
  - Document viewer","Removable Li-Po 4000 mAh battery",NA,NA,"Metallic Cherry, Pearl White, Fine Gold, Starry Black",NA,NA,"Accelerometer","Quad-core 1.3 GHz Cortex-A53","16 GB"," 1/2 GB ","Android 7.0 (Nougat)",NA,"8 MP (f/2.2, 1.12 µm), autofocus, LED flash","720p@30fps","2 MP, f/2.8, LED flash","HSPA, LTE Cat4 150/50 Mbps",NA,"Mediatek MT6737","Geo-tagging, touch focus, face detection, panorama, HDR",NA,NA,"Mali-T720MP2","Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)",NA,NA,NA,"Plastic body","About 120 EUR",NA,NA,NA,NA,NA,NA,NA,NA
"1513","ZTE Blade X3","ZTE","GSM / HSPA / LTE","Yes","Yes","2015, November","Available. Released 2015, November","145 x 71.5 x 8.9 mm (5.71 x 2.81 x 0.35 in)","160.9 g (5.68 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches (~66.5% screen-to-body ratio)","720 x 1280 pixels (~294 ppi pixel density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP","Yes, with A-GPS","FM radio","microUSB v2.0","SMS(threaded view), MMS, Email, Push Email, IM","HTML5","No","- MP4/H.264 player
  - MP3/WAV/eAAC+ player
  - Document viewer
  - Photo/video editor","Removable Li-Ion 4000 mAh battery",NA,NA,"Various",NA,NA,"Accelerometer, proximity","Quad-core 1.0 GHz Cortex-A53","8 GB"," 1 GB ","Android OS, v5.1 (Lollipop)",NA,"8 MP, autofocus, LED flash","1080p@30fps","5 MP","HSPA, LTE",NA,NA,"Geo-tagging, touch focus, face detection, panorama",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","HSDPA 850 / 900 / 2100 ","LTE band 1(2100), 3(1800), 7(2600), 40(2300)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","Motorola RAZR V3","Motorola","GSM","Class 10","No","2004, 3Q","Discontinued","98 x 53 x 13.9 mm, 65 cc (3.86 x 2.09 x 0.55 in)","95 g (3.35 oz)","Mini-SIM","TFT, 256K colors","2.2 inches (~29.3% screen-to-body ratio)","176 x 220 pixels, 9 lines (~128 ppi pixel density)","- Second CSTN display (96 x 80 pixels), 4096 colors
  - Anodized aluminum case
  - Downloadable logos","No","Vibration; Downloadable polyphonic, MP3 ringtones, composer","Yes","No","v1.2","No","No","miniUSB","SMS, EMS, MMS, Email,  Instant Messaging","WAP 2.0/xHTML","Yes, MIDP 2.0","- MP4 video
  - Predictive text input
  - Organizer","Removable Li-Ion 680 mAh battery (BA700)","Up to 280 h","Up to 7 h","Silver, Black (Special Edition)",NA,NA,NA,NA,"5.5 MB",NA,NA,NA,"VGA","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","No",NA,NA,NA,NA,NA,NA,NA,NA,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls",NA,NA,"Skipping Stones, Golf, Billiards + downloadable",NA,NA
"1517","Motorola RAZR V3i","Motorola","GSM","Class 10","No","2005, November","Discontinued","98 x 53 x 13.9 mm, 65 cc (3.86 x 2.09 x 0.55 in)","100 g (3.53 oz)","Mini-SIM","TFT, 256K colors","2.2 inches, 35 x 44 mm (~29.3% screen-to-body ratio)","176 x 220 pixels, 9 lines (~128 ppi pixel density)","- Second CSTN display (96 x 80 pixels), 65K colors
  - Anodized aluminum case
  - Downloadable logos","microSD , up to 512 MB","Vibration; Downloadable polyphonic, MP3 ringtones, composer","Yes","No","v1.2","No","No","miniUSB","SMS, EMS, MMS, Email,  Instant Messaging","WAP 2.0/xHTML","Yes, MIDP 2.0","- Apple iTunes compatible
  - MP3/MP4 player
  - Predictive text input
  - Organizer
  - Speaker independent voice dial
  - Voice dial/memo","Removable Li-Ion 710 mAh battery","Up to 200 h","Up to 3 h 30 min","Silver Quartz",NA,NA,NA,NA,"10 MB",NA,NA,NA,"1.23 MP","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","No",NA,NA,NA,NA,NA,NA,NA,NA,"1000 entries, Photo call","10 dialed, 10 received, 10 missed calls",NA,NA,"Yes + downloadable",NA,NA
"1518","Motorola RAZR V3xx","Motorola","GSM / HSPA","Class 10","Class 10","2006, July","Discontinued","103 x 53 x 15 mm, 80 cc (4.06 x 2.09 x 0.59 in)","107 g (3.77 oz)","Mini-SIM","TFT, 256K colors","2.2 inches, 33 x 45 mm (~27.5% screen-to-body ratio)","240 x 320 pixels (~182 ppi pixel density)","- Second external CSTN, 65K colors display (96 x 80 pixels)
  - Screensavers and wallpapers
  - Downloadable logos","microSD","Vibration; Downloadable polyphonic, MP3 ringtones","Yes","No","v2.0, A2DP","No","No","miniUSB","SMS, EMS, MMS, Email, Instant Messaging","WAP 2.0/xHTML, HTML (Opera)","Yes, MIDP 2.0","- Video download
  - MP3/AAC/AAC+ player
  - Predictive text input
  - Organizer
  - Voice memo","Removable Li-Ion 940 mAh battery","Up to 290 h","Up to 3 h","Black",NA,NA,NA,NA,"50 MB",NA,NA,NA,"1.3 MP","Yes","VGA videocall camera","HSPA 3.6/0.384 Mbps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM 900 / 1800 / 1900 ","No","HSDPA 850 / 1900 ",NA,NA,NA,NA,NA,NA,NA,"1000 entries, Photocall","10 dialed, 10 received, 10 missed calls",NA,NA,"Yes",NA,NA
"1519","Motorola RAZR maxx V6","Motorola","GSM / HSPA","Class 10","Class 10","2006, July","Discontinued","104 x 53 x 15 mm (4.09 x 2.09 x 0.59 in)","105 g (3.70 oz)","Mini-SIM","TFT, 256K colors","2.2 inches, 33 x 45 mm (~27.2% screen-to-body ratio)","240 x 320 pixels (~182 ppi pixel density)","- Second external 65K colors display (120 x 160 pixels)
  - Screensavers and wallpapers
  - Downloadable logos","microSD, up to 2 GB","Vibration; Downloadable polyphonic, MP3 ringtones","Yes","No","v2.0, A2DP","No","No","v2.0","SMS, EMS, MMS, Instant Messaging","WAP 2.0/xHTML, HTML (Opera 8)","Yes, MIDP 2.0","- Video download
  - MP3/AAC/AAC+ player
  - Predictive text input
  - Organizer
  - Voice memo","Removable Li-Ion 940 mAh battery","Up to 375 h","Up to 3 h","Black",NA,NA,NA,NA,"50 MB",NA,NA,NA,"2 MP, LED flash","Yes","VGA videocall camera","HSPA 3.6/0.384 Mbps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM 900 / 1800 / 1900 ","No","HSDPA 2100 ",NA,NA,NA,NA,NA,NA,NA,"1000 entries, Photocall","10 dialed, 10 received, 10 missed calls",NA,NA,"Yes",NA,NA
"1520","Motorola RAZR2 V9","Motorola","GSM / HSPA","Class 10","Class 12","2007, May","Discontinued","103 x 53 x 13.3 mm (4.06 x 2.09 x 0.52 in)","125 g (4.41 oz)","Mini-SIM","TFT, 256K colors","2.2 inches (~27.5% screen-to-body ratio)","240 x 320 pixels (~182 ppi pixel density)","- Second external 256K colors, 2 inches display (240 x 320 pixels) with contextual touch interaction
  - Screensavers and wallpapers
  - Downloadable logos","microSD","Vibration; Downloadable polyphonic, MP3 ringtones","Yes","No","v2.0, A2DP","No","No","microUSB v2.0","SMS, EMS, MMS, Email, Instant Messaging","WAP 2.0/xHTML, HTML (Opera 8)","Yes, MIDP 2.0","- Video download
  - MP3/AAC/AAC+ player
  - Predictive text input
  - Organizer
  - Voice memo","Removable Li-Ion 950 mAh battery","Up to 260 h","Up to 3 h 30 min",NA,"  0.52 W/kg (head) &nbsp; &nbsp; 0.96 W/kg (body) &nbsp; &nbsp; ","  0.42 W/kg (head) &nbsp; &nbsp; ",NA,NA,"45 MB",NA,NA,NA,"2 MP","QCIF","No","HSPA 3.6/0.384 Mbps","HSDPA 850 / 1900 - American version",NA,"Video-calling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","No","HSDPA 2100 ",NA,NA,NA,NA,NA,NA,NA,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls",NA,NA,"Yes",NA,NA
"1521","Motorola RAZR2 V8","Motorola","GSM","Class 10","Class 12","2007, May","Discontinued","103 x 53 x 11.9 mm (4.06 x 2.09 x 0.47 in)","117 g (4.13 oz)","Mini-SIM","TFT, 256K colors","2.2 inches (~27.5% screen-to-body ratio)","240 x 320 pixels (~182 ppi pixel density)","- Second external 256K colors, 2 inches display (240 x 320 pixels) with contextual touch interaction
  - Screensavers and wallpapers
  - Downloadable logos","No","Vibration; Downloadable polyphonic, MP3 ringtones","Yes","No","v2.0, A2DP","No","No","microUSB v2.0","SMS, EMS, MMS, Email, Instant Messaging","WAP 2.0/xHTML, HTML (Opera 8.5)","Yes, MIDP 2.0","- MP3/AAC/AAC+ player
  - Predictive text input
  - Organizer
  - Voice memo
  ","Removable Li-Ion 770 mAh battery","Up to 330 h","Up to 7 h 50 min","Dark Pearl Gray","  0.30 W/kg (head) &nbsp; &nbsp; 0.34 W/kg (body) &nbsp; &nbsp; ","  0.34 W/kg (head) &nbsp; &nbsp; ",NA,NA,"2 GB",NA,"Linux / Java-based MOTOMAGX",NA,"2 MP","QCIF","No",NA,NA,NA,NA,NA,NA,NA,NA,"  Voice 66dB / Noise 65dB / Ring 81dB",NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","Motorola RAZR2 V9x","Motorola","GSM / HSPA","Class 10","Class 10","2008, July","Discontinued","103 x 53 x 13 mm (4.06 x 2.09 x 0.51 in)","125 g (4.41 oz)","Mini-SIM","TFT, 256K colors","2.2 inches (~27.5% screen-to-body ratio)","240 x 320 pixels (~182 ppi pixel density)","- Second external 256K colors, 2 inches display (240 x 320 pixels) with contextual touch interaction
  - Screensavers and wallpapers
  - Downloadable logos","microSD, up to 8 GB","Vibration; Downloadable polyphonic, MP3 ringtones","Yes","No","v2.0, A2DP","Yes, with A-GPS","No","microUSB v2.0","SMS, EMS, MMS, Email, Instant Messaging","WAP 2.0/xHTML, HTML (Opera 8.5)","Yes, MIDP 2.0","- Video download
  - MP3/AAC/AAC+ player
  - Predictive text input
  - Organizer
  - Voice memo","Removable Li-Ion 950 mAh battery","Up to 260 h","Up to 3 h 30 min","Black","  0.61 W/kg (head) &nbsp; &nbsp; 0.79 W/kg (body) &nbsp; &nbsp; ","  0.42 W/kg (head) &nbsp; &nbsp; ",NA,NA,"45 MB",NA,NA,NA,"2 MP","QCIF","No","HSPA 3.6/0.384 Mbps","HSDPA 850 / 1900 - American version",NA,"Video-calling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","No","HSDPA 2100 ",NA,NA,NA,NA,NA,NA,NA,"1000 entries, Photocall","30 dialed, 30 received, 30 missed calls",NA,NA,"Yes",NA,NA
"1523","Motorola RAZR XT910","Motorola","GSM / HSPA","Class 12","Class 12","2011, October","Available. Released 2011, November","130.7 x 68.9 x 7.1 mm (5.15 x 2.71 x 0.28 in)","127 g (4.48 oz)","Micro-SIM","Super AMOLED Advanced capacitive touchscreen, 16M colors","4.3 inches (~56.6% screen-to-body ratio)","540 x 960 pixels (~256 ppi pixel density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, dual-band, DLNA, hotspot","v4.0, EDR, LE","Yes, with A-GPS, GLONASS","No","microUSB v2.0","SMS(threaded view), MMS, Email, Push Email, IM","HTML, Adobe Flash","Yes, via Java MIDP emulator","- Active noise cancellation with dedicated mic
  - HDMI port
  - MP3/AAC+/WAV/WMA player
  - MP4/H.264/WMV player
  - Organizer
  - Document viewer/editor
  - Voice memo/dial/commands
  - Predictive text input","Non-removable Li-Ion 1780 mAh battery","Up to 304 h","Up to 9 h 20 min","Black, White",NA,"  0.36 W/kg (head) &nbsp; &nbsp; ","Accelerometer, proximity, compass","Dual-core 1.2 GHz Cortex-A9","16 GB (11.5 GB user available)"," 1 GB ","Android OS, v2.3.5 (Gingerbread), upgradable to v4.1.2 (Jelly Bean)","- Splash resistant","8 MP, autofocus, LED flash","1080p@30fps","1.3 MP","HSPA 14.4/5.76 Mbps",NA,"TI OMAP 4430","Touch focus, geo-tagging, face detection",NA,"Corning Gorilla Glass","PowerVR SGX540","Yes","  Voice 74dB / Noise 66dB / Ring 82dB","  Noise -90.9dB / Crosstalk -90.2dB",NA,"  Photo / Video","  Contrast ratio: Infinite (nominal)",NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","Motorola RAZR MAXX","Motorola","GSM / HSPA","Yes","Yes","2012, April","Available. Released 2012, May","130.7 x 68.9 x 9 mm (5.15 x 2.71 x 0.35 in)","145 g (5.11 oz)","Micro-SIM","Super AMOLED Advanced capacitive touchscreen, 16M colors","4.3 inches (~56.6% screen-to-body ratio)","540 x 960 pixels (~256 ppi pixel density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, DLNA, hotspot","v4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS","No","microUSB v2.0","SMS(threaded view), MMS, Email, Push Email, IM","HTML, Adobe Flash","Yes, via Java MIDP emulator","- Active noise cancellation with dedicated mic
  - HDMI port
  - MP3/AAC+/WAV/WMA player
  - MP4/H.264/WMV player
  - Organizer
  - Document viewer/editor
  - Voice memo/dial/commands
  - Predictive text input (Swype)","Non-removable Li-Ion 3300 mAh battery","Up to 607 h","Up to 17 h 40 min","Black",NA,NA,"Accelerometer, proximity, compass","Dual-core 1.2 GHz Cortex-A9","16 GB"," 1 GB ","Android OS, v2.3.6 (Gingerbread), upgradable to v4.1.2 (Jelly Bean)","- Splash resistant","8 MP, autofocus, LED flash","1080p@30fps","1.3 MP, 720p","HSPA",NA,"TI OMAP 4430","Touch focus, geo-tagging, face detection",NA,"Corning Gorilla Glass","PowerVR SGX540","Yes","  Voice 70dB / Noise 66dB / Ring 81dB","  Noise -91.0dB / Crosstalk -91.1dB",NA,"  Photo / Video","  Contrast ratio: 347 (nominal) / 3.420:1 (sunlight)",NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","Motorola RAZR V MT887","Motorola","GSM","Class 12","Class 12","2012, May","Available. Released 2012, June","128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in)","125 g (4.41 oz)","Mini-SIM","Capacitive touchscreen, 16M colors","4.3 inches (~60.3% screen-to-body ratio)","540 x 960 pixels (~256 ppi pixel density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, hotspot","Yes","Yes, with A-GPS","Stereo FM radio with RDS","microUSB v2.0","SMS(threaded view), MMS, Email, Push Email, IM","HTML5, Adobe Flash","No","- MP3/WAV/AAC+ player
  - MP4/H.264/WMV player
  - Document viewer
  - Photo editor
  - Organizer
  - Voice memo/dial
  - Predictive text input","Non-removable Li-Ion 1750 mAh battery","Up to 240 h","Up to 14 h","Black",NA,NA,"Accelerometer, proximity, compass","Dual-core 1.2 GHz","1 GB RAM",NA,"Android OS, v4.0 (Ice Cream Sandwich)",NA,"8 MP, autofocus, LED flash","1080p","Yes","HSPA",NA,NA,"Geo-tagging",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes"," TD-SCDMA 1880/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","Motorola RAZR V XT889","Motorola","GSM / CDMA / HSPA","Class 12","Class 12","2012, June","Available. Released 2012, June","128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in)","125 g (4.41 oz)","Mini-SIM","Capacitive touchscreen, 16M colors","4.3 inches (~60.3% screen-to-body ratio)","540 x 960 pixels (~256 ppi pixel density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 b/g/n, hotspot","v4.0, A2DP, LE","Yes, with A-GPS","Stereo FM radio with RDS","microUSB v2.0","SMS(threaded view), MMS, Email, Push Email, IM","HTML5, Adobe Flash","No","- MP3/WAV/AAC+ player
  - MP4/H.264/WMV player
  - Document viewer
  - Photo editor
  - Organizer
  - Voice memo/dial
  - Predictive text input","Non-removable Li-Ion 1780 mAh battery","Up to 150 h","Up to 5 h","Black",NA,NA,"Accelerometer, proximity, compass","Dual-core 1.2 GHz","4 GB"," 1 GB ","Android OS, v4.0.4 (Ice Cream Sandwich)",NA,"8 MP, autofocus, LED flash","1080p@30fps","VGA","HSPA","CDMA 800 / 1900 ","TI OMAP 4430","Geo-tagging",NA,NA,"PowerVR SGX540","Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 900 / 2100 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","Motorola RAZR HD XT925","Motorola","GSM / HSPA / LTE","Class 12","Class 12","2012, September","Available. Released 2012, September","131.9 x 67.9 x 8.4 mm (5.19 x 2.67 x 0.33 in)","146 g (5.15 oz)","Micro-SIM","Super AMOLED capacitive touchscreen, 16M colors","4.7 inches (~68.0% screen-to-body ratio)","720 x 1280 pixels (~312 ppi pixel density)",NA,"microSD, up to 32 GB","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","v4.0, A2DP, EDR, LE","Yes, with A-GPS, S-GPS, GLONASS","No","microUSB v2.0","SMS(threaded view), MMS, Email, Push Email, IM","HTML5, Adobe Flash","No","- Active noise cancellation with dedicated mic
  - HDMI port
  - MP3/AAC+/WAV/WMA player
  - MP4/H.264/WMV player
  - Organizer
  - Document viewer/editor
  - Voice memo/dial/commands
  - Predictive text input","Non-removable Li-Po 2500/2530 mAh battery",NA,"Up to 16 h (2G) / Up to 22 h (3G)","Black, White","  0.61 W/kg (head) &nbsp; &nbsp; 0.43 W/kg (body) &nbsp; &nbsp; ",NA,"Accelerometer, proximity, compass","Dual-core 1.5 GHz","16 GB (12 GB user available)"," 1 GB ","Android OS, v4.0.4 (Ice Cream Sandwich), upgradable to v4.4.2 (KitKat)","- Splash resistant","8 MP, autofocus, LED flash","1080p@30fps","1.3 MP","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps",NA,NA,"Touch focus, geo-tagging, face detection",NA,"Corning Gorilla Glass",NA,"Yes",NA,NA,"Yes",NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 3(1800), 7(2600), 20(800)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
